RecordID,UserID,UserName,User_Latitude,User_Longitude,DonationID,Donation_Date,Donation_Time,Description_,DonationType,Quantity,Time_Duration,Organization_ID,Organization_Name,Org_City,Org_Latitude,Org_Longitude,DeliveryBoyID,Delivery_Status,Estimated_Delivery_Time
250,171,Aditya Pillay,26.774651,75.847822,DON-1250,2025-01-09,16:28:00,Vegetable,Water,7,18 hours,8,Shri Bochasanwasi Aksharpurushottam Mandir Goshaalaa,Jaipur,26.800472,75.882587,36.0,Pending,
908,149,Daniel Babu,26.817914,75.810724,DON-1908,2025-01-28,10:35:00,rice,Water,15,16 hours,4,Shri Bansi Goshaalaa,Jaipur,26.881822,75.783708,,Pending,4 hours
709,118,Patrick Handa,26.721593,75.766572,DON-1709,2025-01-15,18:34:00,dry snacks,Dry,37,22 hours,15,Aryavan Vikas Trust Goshaalaa,Jaipur,26.722795,75.735231,,In Progress,5 hours
306,21,Bhanumati Majumdar,26.717979,75.843459,DON-1306,2025-01-14,15:42:00,Vegetable,Dry,41,16 hours,4,Shri Bansi Goshaalaa,Jaipur,26.881822,75.783708,,Pending,
735,18,Omisha Chatterjee,26.780371,75.762158,DON-1735,2025-01-26,19:45:00,Vegetable,Dry,23,22 hours,14,Shriji Goshaalaa,Jaipur,26.839527,75.724164,30.0,In Progress,5 hours
976,166,Baljiwan Kade,26.832616,75.808507,DON-1976,2025-01-02,19:13:00,Oats,Water,76,5 hours,6,Shri Swami Narayan Gurukul Vishwavidyalaya,Jaipur,26.701259,75.745296,48.0,Completed,1 hours
50,119,Neelima Loke,26.71516,75.826112,DON-1050,2025-01-26,10:04:00,Barley Packets,Dry,100,2 hours,19,Shri Umiya Goshaalaa Trust,Jaipur,26.754412,75.75911,24.0,Completed,
897,7,Kashvi Dayal,26.848638,75.826573,DON-1897,2025-01-17,17:04:00,rice,Dry,80,11 hours,7,Shri Lokbharati Gramvidyapeeth Goshaalaa,Jaipur,26.747357,75.746761,8.0,Completed,1 hours
3,86,Kritika Rege,26.816809,75.734132,DON-1003,2025-01-04,18:46:00,Wheat flour and oil for rural areas,Dry,62,13 hours,16,Shri Swaminarayan Mandir Goshaalaa,Jaipur,26.89719,75.886273,11.0,In Progress,4 hours
545,93,Bina Jayaraman,26.739237,75.715902,DON-1545,2025-01-07,07:57:00,Wheat flour and oil for rural areas,Water,44,8 hours,4,Shri Bansi Goshaalaa,Jaipur,26.881822,75.783708,9.0,In Progress,2 hours
351,87,Lila Maharaj,26.749056,75.831943,DON-1351,2025-01-02,09:19:00,rice,Water,16,11 hours,20,Shri Vardhman Jivdaya Kendra,Jaipur,26.754867,75.866904,42.0,In Progress,4 hours
905,151,Timothy Thaker,26.791041,75.832741,DON-1905,2025-01-24,19:20:00,fruits,Water,91,7 hours,16,Shri Swaminarayan Mandir Goshaalaa,Jaipur,26.89719,75.886273,29.0,Completed,
537,79,Chakrika Mukhopadhyay,26.797907,75.74848,DON-1537,2025-01-22,07:39:00,Milk packets,Dry,32,2 hours,20,Shri Vardhman Jivdaya Kendra,Jaipur,26.754867,75.866904,46.0,Completed,4 hours
345,24,Damini Subramanian,26.890176,75.805074,DON-1345,2025-01-21,07:54:00,Flour and pulses,Water,92,23 hours,14,Shriji Goshaalaa,Jaipur,26.839527,75.724164,22.0,Pending,1 hours
995,37,Jackson Mall,26.750265,75.766778,DON-1995,2025-01-14,07:59:00,Oats,Water,92,18 hours,3,Shri Manekba Vinayvihar Goshaalaa,Jaipur,26.772156,75.722074,36.0,Completed,
482,14,Girindra Kapoor,26.812166,75.808842,DON-1482,2025-01-09,09:09:00,Oats,Dry,19,17 hours,9,Shri Monghiba Goshaalaa,Jaipur,26.839217,75.716761,28.0,Pending,5 hours
576,58,Leela Gala,26.875353,75.799436,DON-1576,2025-01-22,15:09:00,Wheat flour and oil for rural areas,Dry,38,24 hours,6,Shri Swami Narayan Gurukul Vishwavidyalaya,Jaipur,26.701259,75.745296,4.0,Completed,
34,30,Michael Krish,26.7969,75.818032,DON-1034,2025-01-11,18:19:00,Oats,Dry,17,19 hours,18,Shri Anandbawa Sewa Samarth Goshaalaa,Jaipur,26.836556,75.712162,,Pending,2 hours
32,152,Vamakshi Kurian,26.708665,75.832188,DON-1032,2025-01-07,15:01:00,rice,Water,75,7 hours,10,Shri 108 Purushottamlalji Gausewa Trust,Jaipur,26.836852,75.706736,7.0,Pending,4 hours
232,178,Wazir Rajagopalan,26.775738,75.726888,DON-1232,2025-01-14,11:33:00,fruits,Water,57,4 hours,18,Shri Anandbawa Sewa Samarth Goshaalaa,Jaipur,26.836556,75.712162,5.0,In Progress,
964,76,Reyansh Roy,26.852432,75.718702,DON-1964,2025-01-03,15:12:00,Milk packets,Dry,88,20 hours,2,Shri Radhanpur Khoda Dhor Panjrapol Goshaalaa,Jaipur,26.844608,75.886375,17.0,In Progress,
193,126,Omaja Jayaraman,26.882616,75.875604,DON-1193,2025-01-11,11:05:00,Barley Packets,Water,16,3 hours,2,Shri Radhanpur Khoda Dhor Panjrapol Goshaalaa,Jaipur,26.844608,75.886375,50.0,In Progress,4 hours
334,137,Advik Garde,26.706588,75.712096,DON-1334,2025-01-09,16:59:00,Dal and roti,Dry,15,14 hours,4,Shri Bansi Goshaalaa,Jaipur,26.881822,75.783708,28.0,Pending,
4,140,Sachi Sabharwal,26.825339,75.70685,DON-1004,2025-01-03,08:01:00,rice,Dry,33,5 hours,12,Shri Kabir Ashram Goshaalaa,Jaipur,26.749535,75.809407,26.0,In Progress,4 hours
205,142,Ronith Modi,26.86912,75.703609,DON-1205,2025-01-07,13:06:00,rice,Water,80,22 hours,18,Shri Anandbawa Sewa Samarth Goshaalaa,Jaipur,26.836556,75.712162,38.0,Pending,
515,34,Hredhaan Pai,26.786442,75.861936,DON-1515,2025-01-22,07:43:00,Oats,Dry,56,14 hours,17,Shri Satkeval Goshaalaa,Jaipur,26.794713,75.871971,39.0,In Progress,
800,195,Sathvik Hans,26.707639,75.78968,DON-1800,2025-01-12,14:37:00,dry snacks,Water,76,1 hours,19,Shri Umiya Goshaalaa Trust,Jaipur,26.754412,75.75911,,In Progress,2 hours
307,181,Mohammed Narayan,26.871337,75.709616,DON-1307,2025-01-08,12:36:00,Barley Packets,Dry,39,18 hours,18,Shri Anandbawa Sewa Samarth Goshaalaa,Jaipur,26.836556,75.712162,36.0,Pending,4 hours
110,192,Diya Goswami,26.863776,75.740527,DON-1110,2025-01-09,17:29:00,rice,Water,42,17 hours,2,Shri Radhanpur Khoda Dhor Panjrapol Goshaalaa,Jaipur,26.844608,75.886375,39.0,Completed,2 hours
431,192,Diya Goswami,26.863776,75.740527,DON-1431,2025-01-11,18:29:00,Oats,Water,15,5 hours,2,Shri Radhanpur Khoda Dhor Panjrapol Goshaalaa,Jaipur,26.844608,75.886375,32.0,Pending,3 hours
78,191,Ucchal Varty,26.729859,75.842731,DON-1078,2025-01-05,10:00:00,Milk packets,Dry,3,6 hours,1,Shri Jalaram Mandir Trust GoshaalaaJalaram Gosewa Kendra,Jaipur,26.785044,75.768477,41.0,Completed,5 hours
85,22,Zehaan Khanna,26.800031,75.801223,DON-1085,2025-01-11,15:28:00,Oats,Dry,73,4 hours,12,Shri Kabir Ashram Goshaalaa,Jaipur,26.749535,75.809407,21.0,Pending,5 hours
287,14,Girindra Kapoor,26.812166,75.808842,DON-1287,2025-01-28,16:02:00,Vegetable,Water,33,23 hours,1,Shri Jalaram Mandir Trust GoshaalaaJalaram Gosewa Kendra,Jaipur,26.785044,75.768477,17.0,Completed,4 hours
83,189,Saksham Dara,26.766417,75.833211,DON-1083,2025-01-01,16:02:00,dry snacks,Dry,89,23 hours,10,Shri 108 Purushottamlalji Gausewa Trust,Jaipur,26.836852,75.706736,14.0,Completed,4 hours
992,52,Yashica Badal,26.811817,75.719955,DON-1992,2025-01-16,17:15:00,fruits,Dry,74,9 hours,16,Shri Swaminarayan Mandir Goshaalaa,Jaipur,26.89719,75.886273,18.0,In Progress,4 hours
790,15,Yatan Bobal,26.787137,75.713336,DON-1790,2025-01-14,10:25:00,Vegetable,Dry,62,13 hours,13,Shri Bhuvneshwari Peeth Goshaalaa,Jaipur,26.876627,75.767483,,Completed,
895,30,Michael Krish,26.7969,75.818032,DON-1895,2025-01-14,16:01:00,Oats,Dry,70,5 hours,17,Shri Satkeval Goshaalaa,Jaipur,26.794713,75.871971,42.0,Pending,3 hours
399,25,Odika Lad,26.895331,75.776957,DON-1399,2025-01-14,13:41:00,Flour and pulses,Water,52,8 hours,14,Shriji Goshaalaa,Jaipur,26.839527,75.724164,34.0,Completed,1 hours
324,99,Praneel Lalla,26.83885,75.857945,DON-1324,2025-01-09,19:12:00,rice,Water,35,23 hours,9,Shri Monghiba Goshaalaa,Jaipur,26.839217,75.716761,50.0,In Progress,4 hours
520,24,Damini Subramanian,26.890176,75.805074,DON-1520,2025-01-25,16:55:00,Vegetable,Water,29,1 hours,3,Shri Manekba Vinayvihar Goshaalaa,Jaipur,26.772156,75.722074,26.0,Pending,1 hours
917,71,Chasmum Guha,26.785531,75.717638,DON-1917,2025-01-09,16:42:00,Oats,Water,44,3 hours,16,Shri Swaminarayan Mandir Goshaalaa,Jaipur,26.89719,75.886273,,In Progress,1 hours
923,123,Priya De,26.853885,75.8277,DON-1923,2025-01-05,10:45:00,Vegetable,Dry,15,3 hours,10,Shri 108 Purushottamlalji Gausewa Trust,Jaipur,26.836852,75.706736,,In Progress,1 hours
6,186,Chakrika Dubey,26.848795,75.860781,DON-1006,2025-01-12,12:45:00,Milk packets,Water,16,1 hours,20,Shri Vardhman Jivdaya Kendra,Jaipur,26.754867,75.866904,7.0,In Progress,
732,86,Kritika Rege,26.816809,75.734132,DON-1732,2025-01-01,08:38:00,Dal and roti,Water,19,22 hours,3,Shri Manekba Vinayvihar Goshaalaa,Jaipur,26.772156,75.722074,1.0,In Progress,
466,69,Warjas Virk,26.885834,75.776409,DON-1466,2025-01-09,08:44:00,Wheat flour and oil for rural areas,Water,8,22 hours,15,Aryavan Vikas Trust Goshaalaa,Jaipur,26.722795,75.735231,23.0,Pending,1 hours
98,40,Agastya Ramesh,26.72999,75.828707,DON-1098,2025-01-20,14:57:00,rice,Water,25,4 hours,9,Shri Monghiba Goshaalaa,Jaipur,26.839217,75.716761,50.0,In Progress,2 hours
267,126,Omaja Jayaraman,26.882616,75.875604,DON-1267,2025-01-09,11:57:00,Wheat flour and oil for rural areas,Dry,11,15 hours,6,Shri Swami Narayan Gurukul Vishwavidyalaya,Jaipur,26.701259,75.745296,10.0,Pending,5 hours
358,62,Vedhika Kapoor,26.731938,75.817508,DON-1358,2025-01-03,09:55:00,Oats,Dry,73,23 hours,13,Shri Bhuvneshwari Peeth Goshaalaa,Jaipur,26.876627,75.767483,19.0,Pending,
869,125,Amol Dua,26.792936,75.867675,DON-1869,2025-01-15,09:42:00,Vegetable,Water,91,10 hours,19,Shri Umiya Goshaalaa Trust,Jaipur,26.754412,75.75911,43.0,Pending,5 hours
799,163,Omaja Khurana,26.722172,75.817344,DON-1799,2025-01-27,16:58:00,fruits,Dry,12,2 hours,17,Shri Satkeval Goshaalaa,Jaipur,26.794713,75.871971,,Completed,
381,153,Imaran Dugar,26.714265,75.856695,DON-1381,2025-01-06,08:29:00,rice,Dry,64,1 hours,9,Shri Monghiba Goshaalaa,Jaipur,26.839217,75.716761,9.0,Completed,2 hours
632,113,Bakhshi Bedi,26.786866,75.895987,DON-1632,2025-01-09,07:58:00,dry snacks,Water,33,5 hours,9,Shri Monghiba Goshaalaa,Jaipur,26.839217,75.716761,12.0,In Progress,1 hours
382,110,Hritik Chowdhury,26.754694,75.767868,DON-1382,2025-01-30,13:18:00,Vegetable,Dry,75,12 hours,14,Shriji Goshaalaa,Jaipur,26.839527,75.724164,13.0,In Progress,1 hours
491,198,Tarak Dayal,26.892582,75.723841,DON-1491,2025-01-29,10:38:00,Milk packets,Dry,45,3 hours,3,Shri Manekba Vinayvihar Goshaalaa,Jaipur,26.772156,75.722074,25.0,Pending,2 hours
119,114,Yash Patla,26.872962,75.785411,DON-1119,2025-01-05,07:49:00,Oats,Dry,45,17 hours,12,Shri Kabir Ashram Goshaalaa,Jaipur,26.749535,75.809407,16.0,Completed,2 hours
901,186,Chakrika Dubey,26.848795,75.860781,DON-1901,2025-01-18,10:10:00,Barley Packets,Dry,44,9 hours,3,Shri Manekba Vinayvihar Goshaalaa,Jaipur,26.772156,75.722074,,Pending,
251,101,Suhani Anand,26.763429,75.750599,DON-1251,2025-01-15,17:46:00,Barley Packets,Dry,44,22 hours,16,Shri Swaminarayan Mandir Goshaalaa,Jaipur,26.89719,75.886273,45.0,Completed,
524,78,Lajita Bala,26.787715,75.859456,DON-1524,2025-01-23,08:10:00,Wheat flour and oil for rural areas,Dry,60,22 hours,14,Shriji Goshaalaa,Jaipur,26.839527,75.724164,46.0,Completed,4 hours
10,87,Lila Maharaj,26.749056,75.831943,DON-1010,2025-01-03,12:13:00,Milk packets,Water,1,1 hours,16,Shri Swaminarayan Mandir Goshaalaa,Jaipur,26.89719,75.886273,,Completed,
197,115,Aachal D’Alia,26.878545,75.89746,DON-1197,2025-01-27,18:00:00,Dal and roti,Water,88,3 hours,4,Shri Bansi Goshaalaa,Jaipur,26.881822,75.783708,24.0,Pending,
604,165,Vedant Kale,26.806082,75.883446,DON-1604,2025-01-02,07:04:00,Barley Packets,Water,82,3 hours,12,Shri Kabir Ashram Goshaalaa,Jaipur,26.749535,75.809407,12.0,Completed,2 hours
82,196,Abeer Barad,26.740076,75.857549,DON-1082,2025-01-03,14:13:00,Milk packets,Dry,76,2 hours,2,Shri Radhanpur Khoda Dhor Panjrapol Goshaalaa,Jaipur,26.844608,75.886375,31.0,Completed,3 hours
784,192,Diya Goswami,26.863776,75.740527,DON-1784,2025-01-06,13:12:00,fruits,Dry,57,6 hours,2,Shri Radhanpur Khoda Dhor Panjrapol Goshaalaa,Jaipur,26.844608,75.886375,8.0,Pending,
588,164,Gaurav Char,26.748791,75.714016,DON-1588,2025-01-06,08:13:00,rice,Water,19,6 hours,4,Shri Bansi Goshaalaa,Jaipur,26.881822,75.783708,10.0,Pending,5 hours
798,169,Timothy Wadhwa,26.746287,75.850718,DON-1798,2025-01-10,19:03:00,dry snacks,Dry,59,13 hours,10,Shri 108 Purushottamlalji Gausewa Trust,Jaipur,26.836852,75.706736,21.0,In Progress,
240,161,Fariq Som,26.827995,75.76684,DON-1240,2025-01-15,17:14:00,Dal and roti,Dry,35,19 hours,20,Shri Vardhman Jivdaya Kendra,Jaipur,26.754867,75.866904,30.0,In Progress,1 hours
291,52,Yashica Badal,26.811817,75.719955,DON-1291,2025-01-11,09:28:00,Oats,Dry,20,21 hours,1,Shri Jalaram Mandir Trust GoshaalaaJalaram Gosewa Kendra,Jaipur,26.785044,75.768477,22.0,Pending,4 hours
212,139,Aarini Kakar,26.850323,75.879921,DON-1212,2025-01-17,18:14:00,Vegetable,Water,38,24 hours,12,Shri Kabir Ashram Goshaalaa,Jaipur,26.749535,75.809407,,Pending,3 hours
718,38,Ubika Sagar,26.790539,75.860142,DON-1718,2025-01-19,18:46:00,Barley Packets,Water,9,19 hours,4,Shri Bansi Goshaalaa,Jaipur,26.881822,75.783708,19.0,Completed,4 hours
360,139,Aarini Kakar,26.850323,75.879921,DON-1360,2025-01-26,13:17:00,fruits,Water,83,24 hours,5,Shri Gopinathji Goshaalaa,Jaipur,26.860899,75.722944,39.0,Completed,1 hours
450,12,Ojas Balasubramanian,26.842856,75.734832,DON-1450,2025-01-09,18:53:00,Dal and roti,Dry,58,6 hours,19,Shri Umiya Goshaalaa Trust,Jaipur,26.754412,75.75911,7.0,In Progress,4 hours
228,66,Abeer Saran,26.742704,75.729659,DON-1228,2025-01-01,12:58:00,Milk packets,Dry,65,5 hours,7,Shri Lokbharati Gramvidyapeeth Goshaalaa,Jaipur,26.747357,75.746761,15.0,In Progress,
951,135,Jairaj Atwal,26.727805,75.715405,DON-1951,2025-01-17,08:23:00,dry snacks,Dry,8,8 hours,5,Shri Gopinathji Goshaalaa,Jaipur,26.860899,75.722944,1.0,In Progress,
947,60,Tarak Bains,26.714342,75.746647,DON-1947,2025-01-11,08:20:00,Barley Packets,Water,88,24 hours,6,Shri Swami Narayan Gurukul Vishwavidyalaya,Jaipur,26.701259,75.745296,13.0,Pending,3 hours
797,163,Omaja Khurana,26.722172,75.817344,DON-1797,2025-01-06,16:59:00,Flour and pulses,Water,94,1 hours,7,Shri Lokbharati Gramvidyapeeth Goshaalaa,Jaipur,26.747357,75.746761,30.0,Completed,
502,97,Chaaya Pai,26.732239,75.702748,DON-1502,2025-01-03,15:23:00,Wheat flour and oil for rural areas,Dry,88,22 hours,9,Shri Monghiba Goshaalaa,Jaipur,26.839217,75.716761,43.0,Completed,1 hours
465,69,Warjas Virk,26.885834,75.776409,DON-1465,2025-01-12,19:31:00,dry snacks,Water,35,8 hours,20,Shri Vardhman Jivdaya Kendra,Jaipur,26.754867,75.866904,24.0,In Progress,5 hours
363,114,Yash Patla,26.872962,75.785411,DON-1363,2025-01-05,08:36:00,Vegetable,Dry,11,11 hours,1,Shri Jalaram Mandir Trust GoshaalaaJalaram Gosewa Kendra,Jaipur,26.785044,75.768477,30.0,Completed,
469,60,Tarak Bains,26.714342,75.746647,DON-1469,2025-01-16,15:09:00,Barley Packets,Dry,38,19 hours,18,Shri Anandbawa Sewa Samarth Goshaalaa,Jaipur,26.836556,75.712162,48.0,Completed,
936,15,Yatan Bobal,26.787137,75.713336,DON-1936,2025-01-25,16:57:00,dry snacks,Dry,72,1 hours,6,Shri Swami Narayan Gurukul Vishwavidyalaya,Jaipur,26.701259,75.745296,27.0,Completed,1 hours
429,122,Zayyan Lal,26.794617,75.718491,DON-1429,2025-01-15,15:05:00,Wheat flour and oil for rural areas,Water,90,18 hours,1,Shri Jalaram Mandir Trust GoshaalaaJalaram Gosewa Kendra,Jaipur,26.785044,75.768477,43.0,In Progress,5 hours
8,41,Dayamai Saini,26.79009,75.863915,DON-1008,2025-01-22,15:14:00,Wheat flour and oil for rural areas,Dry,76,21 hours,13,Shri Bhuvneshwari Peeth Goshaalaa,Jaipur,26.876627,75.767483,30.0,In Progress,5 hours
156,47,Faraj Chopra,26.701914,75.711746,DON-1156,2025-01-09,09:23:00,Barley Packets,Water,100,2 hours,4,Shri Bansi Goshaalaa,Jaipur,26.881822,75.783708,,In Progress,
542,125,Amol Dua,26.792936,75.867675,DON-1542,2025-01-20,11:06:00,Barley Packets,Water,98,8 hours,11,Shri Ramroti Ashray Goshaalaa,Jaipur,26.826206,75.876962,20.0,Completed,
441,124,Indira Kamdar,26.73905,75.803713,DON-1441,2025-01-11,15:48:00,Vegetable,Dry,74,3 hours,10,Shri 108 Purushottamlalji Gausewa Trust,Jaipur,26.836852,75.706736,3.0,Completed,
483,142,Ronith Modi,26.86912,75.703609,DON-1483,2025-01-18,09:26:00,fruits,Dry,100,7 hours,3,Shri Manekba Vinayvihar Goshaalaa,Jaipur,26.772156,75.722074,23.0,In Progress,4 hours
423,167,Vinaya Mittal,26.732401,75.708578,DON-1423,2025-01-03,07:03:00,Vegetable,Water,79,7 hours,2,Shri Radhanpur Khoda Dhor Panjrapol Goshaalaa,Jaipur,26.844608,75.886375,37.0,Completed,2 hours
779,167,Vinaya Mittal,26.732401,75.708578,DON-1779,2025-01-04,10:53:00,Wheat flour and oil for rural areas,Water,78,6 hours,6,Shri Swami Narayan Gurukul Vishwavidyalaya,Jaipur,26.701259,75.745296,25.0,In Progress,
950,49,Hemang Devan,26.895605,75.703908,DON-1950,2025-01-12,19:51:00,Wheat flour and oil for rural areas,Dry,40,19 hours,8,Shri Bochasanwasi Aksharpurushottam Mandir Goshaalaa,Jaipur,26.800472,75.882587,35.0,Pending,2 hours
335,143,Kala Pathak,26.8176,75.820411,DON-1335,2025-01-30,19:31:00,fruits,Water,83,13 hours,14,Shriji Goshaalaa,Jaipur,26.839527,75.724164,42.0,In Progress,
577,58,Leela Gala,26.875353,75.799436,DON-1577,2025-01-18,12:14:00,Milk packets,Water,59,15 hours,19,Shri Umiya Goshaalaa Trust,Jaipur,26.754412,75.75911,,In Progress,1 hours
935,169,Timothy Wadhwa,26.746287,75.850718,DON-1935,2025-01-21,17:24:00,dry snacks,Water,65,13 hours,10,Shri 108 Purushottamlalji Gausewa Trust,Jaipur,26.836852,75.706736,3.0,In Progress,3 hours
568,39,Harsh Nadig,26.877666,75.723606,DON-1568,2025-01-13,09:26:00,rice,Dry,81,21 hours,9,Shri Monghiba Goshaalaa,Jaipur,26.839217,75.716761,3.0,Pending,
595,200,Bhavani Sami,26.890664,75.751653,DON-1595,2025-01-09,14:52:00,dry snacks,Dry,1,19 hours,13,Shri Bhuvneshwari Peeth Goshaalaa,Jaipur,26.876627,75.767483,34.0,Completed,3 hours
531,49,Hemang Devan,26.895605,75.703908,DON-1531,2025-01-12,07:59:00,Wheat flour and oil for rural areas,Dry,21,17 hours,9,Shri Monghiba Goshaalaa,Jaipur,26.839217,75.716761,33.0,Pending,
582,139,Aarini Kakar,26.850323,75.879921,DON-1582,2025-01-26,12:07:00,Milk packets,Water,88,3 hours,2,Shri Radhanpur Khoda Dhor Panjrapol Goshaalaa,Jaipur,26.844608,75.886375,39.0,Completed,5 hours
708,161,Fariq Som,26.827995,75.76684,DON-1708,2025-01-07,12:39:00,Milk packets,Dry,26,6 hours,7,Shri Lokbharati Gramvidyapeeth Goshaalaa,Jaipur,26.747357,75.746761,34.0,In Progress,
449,177,Raagini Bobal,26.848692,75.873076,DON-1449,2025-01-10,14:40:00,Flour and pulses,Water,21,18 hours,6,Shri Swami Narayan Gurukul Vishwavidyalaya,Jaipur,26.701259,75.745296,,Pending,1 hours
454,124,Indira Kamdar,26.73905,75.803713,DON-1454,2025-01-09,12:26:00,Flour and pulses,Water,29,24 hours,4,Shri Bansi Goshaalaa,Jaipur,26.881822,75.783708,,In Progress,1 hours
229,91,Kashish Goda,26.722831,75.701591,DON-1229,2025-01-17,09:28:00,fruits,Dry,76,16 hours,18,Shri Anandbawa Sewa Samarth Goshaalaa,Jaipur,26.836556,75.712162,35.0,In Progress,4 hours
353,199,Eesha Bawa,26.838714,75.863655,DON-1353,2025-01-16,12:52:00,Barley Packets,Water,77,20 hours,4,Shri Bansi Goshaalaa,Jaipur,26.881822,75.783708,8.0,Completed,
729,18,Omisha Chatterjee,26.780371,75.762158,DON-1729,2025-01-08,16:35:00,Milk packets,Dry,80,7 hours,2,Shri Radhanpur Khoda Dhor Panjrapol Goshaalaa,Jaipur,26.844608,75.886375,5.0,Pending,
213,166,Baljiwan Kade,26.832616,75.808507,DON-1213,2025-01-30,11:13:00,Milk packets,Water,70,18 hours,8,Shri Bochasanwasi Aksharpurushottam Mandir Goshaalaa,Jaipur,26.800472,75.882587,,In Progress,3 hours
80,13,Ijaya Kalla,26.821349,75.784117,DON-1080,2025-01-02,09:02:00,Flour and pulses,Water,1,4 hours,11,Shri Ramroti Ashray Goshaalaa,Jaipur,26.826206,75.876962,13.0,Pending,4 hours
149,19,Yahvi Mitra,26.779391,75.757973,DON-1149,2025-01-19,11:48:00,rice,Water,4,18 hours,9,Shri Monghiba Goshaalaa,Jaipur,26.839217,75.716761,,Pending,3 hours
303,55,Samesh Upadhyay,26.755705,75.767408,DON-1303,2025-01-18,13:26:00,Vegetable,Water,65,24 hours,11,Shri Ramroti Ashray Goshaalaa,Jaipur,26.826206,75.876962,3.0,Completed,4 hours
